1	Column1	NewCol1	START	MID	STOP
19796	weight training, use of weight training machines, 	weight training, use of weight training machines, 	0	0	0
19797	cardio exercise equipment, lifting of free weights 	cardio exercise equipment, lifting of free weights 	0	0	0
19798	and warm up/cool down. Instruction also includes 	and warm up/cool down. Instruction also includes 	0	0	0
19799	charting exercises, introduction to major muscle 	charting exercises, introduction to major muscle 	0	0	0
19800	groups and the weight training exercises to improve 	groups and the weight training exercises to improve 	0	0	0
19801	strength and range of motion. This class is designed 	strength and range of motion. This class is designed 	0	0	0
19802	for students interested in a healthy lifestyle as well as 	for students interested in a healthy lifestyle as well as 	0	0	0
19803	exercise science majors. (FT) AA/AS; CSU; UC Transfer 	exercise science majors. (FT) AA/AS; CSU; UC Transfer 	0	0	0
19804	Limitation. See a Counselor. 	Limitation. See a Counselor. 	0	0	0
19805			0	0	0
19806	139B Weight training II 	139B Weight training II 	0	0	0
19807	2–3 hours lab, 0.5–1 unit 	2–3 hours lab, 0.5–1 unit 	0	0	0
19808	grade only 	grade only 	0	0	0
19809	Advisory: English 47A or English 48 and English 49, 	Advisory: English 47A or English 48 and English 49, 	0	0	0
19810	each with a grade of “C” or better, or equivalent or 	each with a grade of “C” or better, or equivalent or 	0	0	0
19811	Assessment Skill Levels R5 and W5; Exercise Science 	Assessment Skill Levels R5 and W5; Exercise Science 	0	0	0
19812	139A with a grade of “C” or better, or equivalent. 	139A with a grade of “C” or better, or equivalent. 	0	0	0
19813	Limitation on Enrollment: This course is not open to 	Limitation on Enrollment: This course is not open to 	0	0	0
19814	students with previous credit for Physical Education 	students with previous credit for Physical Education 	0	0	0
19815	166X. 	166X. 	0	0	0
19816	This course is the second in a series of four courses 	This course is the second in a series of four courses 	0	0	0
19817	in progressive resistive weight training. Emphasis 	in progressive resistive weight training. Emphasis 	0	0	0
19818	is placed on alternative training methods including 	is placed on alternative training methods including 	0	0	0
19819	circuit and interval training, hill climbing and fat 	circuit and interval training, hill climbing and fat 	0	0	0
19820	burning. This course includes basic nutrition to help 	burning. This course includes basic nutrition to help 	0	0	0
19821	build muscle and/ or reduce body weight utilized in 	build muscle and/ or reduce body weight utilized in 	0	0	0
19822	student development of a personal ftness program. 	student development of a personal ftness program. 	0	0	0
19823	This class is designed for students interested in a 	This class is designed for students interested in a 	0	0	0
19824	healthy lifestyle as well as exercise science majors. 	healthy lifestyle as well as exercise science majors. 	0	0	0
19825	(FT) AA/AS; CSU; UC Transfer Limitation. See a 	(FT) AA/AS; CSU; UC Transfer Limitation. See a 	0	0	0
19826	Counselor. 	Counselor. 	0	0	0
19827	139c Weight training III 	139c Weight training III 	0	0	0
19828	2–3 hours lab, 0.5–1 unit 	2–3 hours lab, 0.5–1 unit 	0	0	0
19829	grade only 	grade only 	0	0	0
19830	Advisory: English 47A or English 48 and English 49, 	Advisory: English 47A or English 48 and English 49, 	0	0	0
19831	each with a grade of “C” or better, or equivalent or 	each with a grade of “C” or better, or equivalent or 	0	0	0
19832	Assessment Skill Levels R5 and W5; Exercise Science 	Assessment Skill Levels R5 and W5; Exercise Science 	0	0	0
19833	139B with a grade of “C” or better, or equivalent. 	139B with a grade of “C” or better, or equivalent. 	0	0	0
19834	Limitation on Enrollment: This course is not open to 	Limitation on Enrollment: This course is not open to 	0	0	0
19835	students with previous credit for Physical Education 	students with previous credit for Physical Education 	0	0	0
19836	166Y. 	166Y. 	0	0	0
19837	This course is the third in a series of four courses in 	This course is the third in a series of four courses in 	0	0	0
19838	progressive resistive weight training. Emphasis is 	progressive resistive weight training. Emphasis is 	0	0	0
19839	placed on the use of the weight training machines, 	placed on the use of the weight training machines, 	0	0	0
19840	cardio exercise equipment and Olympic lifts. This 	cardio exercise equipment and Olympic lifts. This 	0	0	0
19841	course covers alternate methods of resistive training 	course covers alternate methods of resistive training 	0	0	0
19842	including medicine balls, plyo balls, bosu balls, 	including medicine balls, plyo balls, bosu balls, 	0	0	0
19843	elastic cords and TRX belts. This class is designed for 	elastic cords and TRX belts. This class is designed for 	0	0	0
19844	students interested in a healthy lifestyle as well as 	students interested in a healthy lifestyle as well as 	0	0	0
19845	exercise science majors. (FT) AA/AS; CSU; UC Transfer 	exercise science majors. (FT) AA/AS; CSU; UC Transfer 	0	0	0
19846	Limitation. See a Counselor. 	Limitation. See a Counselor. 	0	0	0
19847	139D Weight training IV 	139D Weight training IV 	0	0	0
19848	2–3 hours lab, 0.5–1 unit 	2–3 hours lab, 0.5–1 unit 	0	0	0
19849	grade only 	grade only 	0	0	0
19850	Advisory: English 47A or English 48 and English 49, 	Advisory: English 47A or English 48 and English 49, 	0	0	0
19851	each with a grade of “C” or better, or equivalent or 	each with a grade of “C” or better, or equivalent or 	0	0	0
19852	Assessment Skill Levels R5 and W5; Exercise Science 	Assessment Skill Levels R5 and W5; Exercise Science 	0	0	0
19853	139C with a grade of “C” or better, or equivalent. 	139C with a grade of “C” or better, or equivalent. 	0	0	0
19854	Limitation on Enrollment: This course is not open to 	Limitation on Enrollment: This course is not open to 	0	0	0
19855	students with previous credit for Physical Education 	students with previous credit for Physical Education 	0	0	0
19856	166Z. 	166Z. 	0	0	0
19857	This course is the fourth in a series of four courses 	This course is the fourth in a series of four courses 	0	0	0
19858	in progressive resistive weight training. This course 	in progressive resistive weight training. This course 	0	0	0
19859	covers the proper use of weight lifting machines, 	covers the proper use of weight lifting machines, 	0	0	0
19860	cardio exercise equipment and alternate methods of 	cardio exercise equipment and alternate methods of 	0	0	0
19861	resistive training and lifting of the free weights. This 	resistive training and lifting of the free weights. This 	0	0	0
19862	class is designed for students interested in a healthy 	class is designed for students interested in a healthy 	0	0	0
19863	lifestyle as well as exercise science majors. (FT) 	lifestyle as well as exercise science majors. (FT) 	0	0	0
19864	AA/AS; CSU; UC Transfer Limitation. See a Counselor. 	AA/AS; CSU; UC Transfer Limitation. See a Counselor. 	0	0	0
19865	140a Boot camp I 	140a Boot camp I 	0	0	0
19866	2 - 3 hours lab, 0.5-1 unit 	2 - 3 hours lab, 0.5-1 unit 	0	0	0
19867	grade only 	grade only 	0	0	0
19868	Advisory: English 47A or English 48 and English 49, 	Advisory: English 47A or English 48 and English 49, 	0	0	0
19869	each with a grade of “C” or better, or equivalent or 	each with a grade of “C” or better, or equivalent or 	0	0	0
19870	Assessment Skill Levels R5 and W5. 	Assessment Skill Levels R5 and W5. 	0	0	0
19871	This course provides instruction in the fundamental 	This course provides instruction in the fundamental 	0	0	0
19872	skills necessary to improve core stability, strength 	skills necessary to improve core stability, strength 	0	0	0
19873	and performance for all levels of ftness. Topics 	and performance for all levels of ftness. Topics 	0	0	0
19874	include physical readiness testing, proper exercise 	include physical readiness testing, proper exercise 	0	0	0
19875	technique, and the importance of building a strong 	technique, and the importance of building a strong 	0	0	0
19876	foundation. This class is designed for students 	foundation. This class is designed for students 	0	0	0
19877	interested in building a strong attachment to the 	interested in building a strong attachment to the 	0	0	0
19878	ground surface so that more demanding movements 	ground surface so that more demanding movements 	0	0	0
19879	can be accomplished without compromising form. 	can be accomplished without compromising form. 	0	0	0
19880	(FT) AA/AS; CSU; UC. 	(FT) AA/AS; CSU; UC. 	0	0	0
19881	140B Boot camp II 	140B Boot camp II 	0	0	0
19882	2 - 3 hours lab, 0.5-1 unit 	2 - 3 hours lab, 0.5-1 unit 	0	0	0
19883	grade only 	grade only 	0	0	0
19884	Advisory: English 47A or English 48 and English 49, 	Advisory: English 47A or English 48 and English 49, 	0	0	0
19885	each with a grade of “C” or better, or equivalent or 	each with a grade of “C” or better, or equivalent or 	0	0	0
19886	Assessment Skill Levels R5 and W5; Exercise Science 	Assessment Skill Levels R5 and W5; Exercise Science 	0	0	0
19887	140A with a grade of “C” or better, or equivalent. 	140A with a grade of “C” or better, or equivalent. 	0	0	0
19888	This course provides students with the fundamental 	This course provides students with the fundamental 	0	0	0
19889	skills necessary to improve unilateral strength and 	skills necessary to improve unilateral strength and 	0	0	0
19890	increase performance through moderately intense 	increase performance through moderately intense 	0	0	0
19891	activities. Topics include core stability, targeted 	activities. Topics include core stability, targeted 	0	0	0
19892	functional training and various training models and 	functional training and various training models and 	0	0	0
19893	ftness plans. (FT) AA/AS; CSU; UC. 	ftness plans. (FT) AA/AS; CSU; UC. 	0	0	0
19894	general Health 	general Health 	0	0	0
19895	145a Yoga I – Fundamentals of Yoga 	145a Yoga I – Fundamentals of Yoga 	0	0	0
19896	2–3 hours lab, 0.5–1 unit 	2–3 hours lab, 0.5–1 unit 	0	0	0
19897	grade only 	grade only 	0	0	0
19898	Advisory: English 47A or English 48 and English 49, 	Advisory: English 47A or English 48 and English 49, 	0	0	0
19899	each with a grade of “C” or better, or equivalent, or 	each with a grade of “C” or better, or equivalent, or 	0	0	0
19900	Assessment Skill Levels R5 and W5. 	Assessment Skill Levels R5 and W5. 	0	0	0
19901	Limitation on Enrollment: This course is not open to 	Limitation on Enrollment: This course is not open to 	0	0	0
19902	students with previous credit for Physical Education 	students with previous credit for Physical Education 	0	0	0
19903	168	168	0	0	0
19904	This is the frst of four levels of classes relating to 	This is the frst of four levels of classes relating to 	0	0	0
19905	yoga. This course is an introduction to fundamental 	yoga. This course is an introduction to fundamental 	0	0	0
19906			0	0	0
19907	yoga practices and principles. Instruction includes 	yoga practices and principles. Instruction includes 	0	0	0
19908	learning the fundamentals of yoga postures. The 	learning the fundamentals of yoga postures. The 	0	0	0
19909	students will also gain a fundamental understanding 	students will also gain a fundamental understanding 	0	0	0
19910	of the practices of relaxation techniques and 	of the practices of relaxation techniques and 	0	0	0
19911	breathing practices. This course is designed for 	breathing practices. This course is designed for 	0	0	0
19912	students who want to increase health, longevity and 	students who want to increase health, longevity and 	0	0	0
19913	who are interested in understanding the importance 	who are interested in understanding the importance 	0	0	0
19914	of the ftness aspect of their life. (FT) AA/AS; CSU; UC 	of the ftness aspect of their life. (FT) AA/AS; CSU; UC 	0	0	0
19915	Transfer Limitation. See a Counselor. 	Transfer Limitation. See a Counselor. 	0	0	0
19916	145B Yoga II – Beginning Yoga 	145B Yoga II – Beginning Yoga 	0	0	0
19917	2–3 hours lab, 0.5–1 unit 	2–3 hours lab, 0.5–1 unit 	0	0	0
19918	grade only 	grade only 	0	0	0
19919	Advisory: English 47A or English 48 and English 49, 	Advisory: English 47A or English 48 and English 49, 	0	0	0
19920	each with a grade of “C” or better, or equivalent, or 	each with a grade of “C” or better, or equivalent, or 	0	0	0
19921	Assessment Skill Levels R5 and W5; Exercise Science 	Assessment Skill Levels R5 and W5; Exercise Science 	0	0	0
19922	145A with a grade of “C” or better, or equivalent. 	145A with a grade of “C” or better, or equivalent. 	0	0	0
19923	This is the second of four levels of classes relating to 	This is the second of four levels of classes relating to 	0	0	0
19924	yoga. This course is an introduction to fundamentals 	yoga. This course is an introduction to fundamentals 	0	0	0
19925	of basic yoga practices and principles. Instruction 	of basic yoga practices and principles. Instruction 	0	0	0
19926	includes basic yoga postures, guided relaxations, 	includes basic yoga postures, guided relaxations, 	0	0	0
19927	and breathing practices, as well as some basic stress 	and breathing practices, as well as some basic stress 	0	0	0
19928	reduction techniques. This course is designed for 	reduction techniques. This course is designed for 	0	0	0
19929	students interested in utilizing basic yoga and 	students interested in utilizing basic yoga and 	0	0	0
19930	stress reduction techniques to help increase their 	stress reduction techniques to help increase their 	0	0	0
19931	health and longevity. (FT) AA/AS; CSU; UC Transfer 	health and longevity. (FT) AA/AS; CSU; UC Transfer 	0	0	0
19932	Limitation. See a Counselor. 	Limitation. See a Counselor. 	0	0	0
19933	145c Yoga III – Intermediate 	145c Yoga III – Intermediate 	0	0	0
19934	2–3 hours lab, 0.5–1 unit 	2–3 hours lab, 0.5–1 unit 	0	0	0
19935	grade only 	grade only 	0	0	0
19936	Advisory: English 47A or English 48 and English 49, 	Advisory: English 47A or English 48 and English 49, 	0	0	0
19937	each with a grade of “C” or better, or equivalent, or 	each with a grade of “C” or better, or equivalent, or 	0	0	0
19938	Assessment Skill Levels R5 and W5; Exercise Science 	Assessment Skill Levels R5 and W5; Exercise Science 	0	0	0
19939	145B with a grade of “C” or better, or equivalent. 	145B with a grade of “C” or better, or equivalent. 	0	0	0
19940	This is the third of four levels of classes relating 	This is the third of four levels of classes relating 	0	0	0
19941	to yoga. This course will cover intermediate 	to yoga. This course will cover intermediate 	0	0	0
19942	yoga practices and principles including some 	yoga practices and principles including some 	0	0	0
19943	intermediate inversions. Instruction includes 	intermediate inversions. Instruction includes 	0	0	0
19944	intermediate yoga postures, guided relaxations, 	intermediate yoga postures, guided relaxations, 	0	0	0
19945	basic inversions, breathing practices, and basic 	basic inversions, breathing practices, and basic 	0	0	0
19946	partner yoga as well as stress reduction techniques 	partner yoga as well as stress reduction techniques 	0	0	0
19947	and nutritional analysis. This course is designed for 	and nutritional analysis. This course is designed for 	0	0	0
19948	students interested in learning about both ftness 	students interested in learning about both ftness 	0	0	0
19949	and nutrition. The students will utilize intermediate 	and nutrition. The students will utilize intermediate 	0	0	0
19950	yoga to help increase their health and longevity. (FT) 	yoga to help increase their health and longevity. (FT) 	0	0	0
19951	AA/AS; CSU; UC Transfer Limitation. See a Counselor. 	AA/AS; CSU; UC Transfer Limitation. See a Counselor. 	0	0	0
19952	145D Yoga IV – advanced level 	145D Yoga IV – advanced level 	0	0	0
19953	2–3 hours lab, 0.5–1 unit 	2–3 hours lab, 0.5–1 unit 	0	0	0
19954	grade only 	grade only 	0	0	0
19955	Advisory: English 47A or English 48 and English 49, 	Advisory: English 47A or English 48 and English 49, 	0	0	0
19956	each with a grade of “C” or better, or equivalent, or 	each with a grade of “C” or better, or equivalent, or 	0	0	0
19957	Assessment Skill Levels R5 and W5; Exercise Science 	Assessment Skill Levels R5 and W5; Exercise Science 	0	0	0
19958	145C with a grade of “C” or better, or equivalent. 	145C with a grade of “C” or better, or equivalent. 	0	0	0
19959	This is the fourth of four levels of classes relating to 	This is the fourth of four levels of classes relating to 	0	0	0
19960	yoga. This course will cover advanced yoga practices 	yoga. This course will cover advanced yoga practices 	0	0	0
19961	and principles. Instruction includes advanced 	and principles. Instruction includes advanced 	0	0	0
19962	yoga postures, guided relaxations, inversions, 	yoga postures, guided relaxations, inversions, 	0	0	0
19963	breathing practices, and partner yoga as well as 	breathing practices, and partner yoga as well as 	0	0	0
19964	stress reduction techniques and nutritional analysis. 	stress reduction techniques and nutritional analysis. 	0	0	0
19965	This course is designed for students interested in 	This course is designed for students interested in 	0	0	0
19966	developing their own workout regime utilizing 	developing their own workout regime utilizing 	0	0	0
19967	advanced yoga to help increase their health and 	advanced yoga to help increase their health and 	0	0	0
19968	longevity. (FT) AA/AS; CSU; UC Transfer Limitation. 	longevity. (FT) AA/AS; CSU; UC Transfer Limitation. 	0	0	0
19969	See a Counselor. 	See a Counselor. 	0	0	0
19970	Martial arts 	Martial arts 	0	0	0
19971	147a Kickboxing I – Fundamental 	147a Kickboxing I – Fundamental 	0	0	0
19972	2–3 hours lab, 0.5–1 unit 	2–3 hours lab, 0.5–1 unit 	0	0	0
19973	grade only 	grade only 	0	0	0
19974	Advisory: English 47A or English 48 and English 49, 	Advisory: English 47A or English 48 and English 49, 	0	0	0
19975	each with a grade of “C” or better, or equivalent, or 	each with a grade of “C” or better, or equivalent, or 	0	0	0
19976	Assessment Skill Levels R5 and W5. 	Assessment Skill Levels R5 and W5. 	0	0	0
19977	Limitation on Enrollment: This course is not open to 	Limitation on Enrollment: This course is not open to 	0	0	0
19978	students with previous credit for Physical Education 	students with previous credit for Physical Education 	0	0	0
19979	233	233	0	0	0
19980	This course is a study and practice of Muay Thai 	This course is a study and practice of Muay Thai 	0	0	0
19981	kickboxing at the fundamental level. Emphasis is 	kickboxing at the fundamental level. Emphasis is 	0	0	0
19982	placed on fundamental kickboxing terminology, 	placed on fundamental kickboxing terminology, 	0	0	0
19983	safety, physical ftness, controlled sparring, and line 	safety, physical ftness, controlled sparring, and line 	0	0	0
19984	combinations. This course is intended for all students 	combinations. This course is intended for all students 	0	0	0
19985	interested in the fundamentals of kickboxing with 	interested in the fundamentals of kickboxing with 	0	0	0
19986	respect to the Muay Thai discipline. (FT) AA/AS; CSU; 	respect to the Muay Thai discipline. (FT) AA/AS; CSU; 	0	0	0
19987	UC Transfer Limitation. See a Counselor. 	UC Transfer Limitation. See a Counselor. 	0	0	0
19988	147B Kickboxing II – Beginning 	147B Kickboxing II – Beginning 	0	0	0
19989	2–3 hours lab, 0.5–1 unit 	2–3 hours lab, 0.5–1 unit 	0	0	0
19990	grade only 	grade only 	0	0	0
19991	Advisory: English 47A or English 48 and English 49, 	Advisory: English 47A or English 48 and English 49, 	0	0	0
19992	each with a grade of “C” or better, or equivalent, or 	each with a grade of “C” or better, or equivalent, or 	0	0	0
19993	Assessment Skill Levels R5 and W5; Exercise Science 	Assessment Skill Levels R5 and W5; Exercise Science 	0	0	0
19994	147A with a grade of “C” or better, or equivalent. 	147A with a grade of “C” or better, or equivalent. 	0	0	0
19995			0	0	0
19996	This course is a study and practice of Muay Thai 	This course is a study and practice of Muay Thai 	0	0	0
19997	kickboxing at the beginning level. Emphasis is 	kickboxing at the beginning level. Emphasis is 	0	0	0
19998	placed on beginning kickboxing terminology, 	placed on beginning kickboxing terminology, 	0	0	0
19999	safety, physical ftness, controlled sparring, and line 	safety, physical ftness, controlled sparring, and line 	0	0	0
20000	combinations. This course is intended for all students 	combinations. This course is intended for all students 	0	0	0
20001	interested in beginning level kickboxing with 	interested in beginning level kickboxing with 	0	0	0
20002	respect to the Muay Thai discipline. (FT) AA/AS; CSU. 	respect to the Muay Thai discipline. (FT) AA/AS; CSU. 	0	0	0
20003	147c Kickboxing III – Intermediate 	147c Kickboxing III – Intermediate 	0	0	0
20004	2–3 hours lab, 0.5–1 unit 	2–3 hours lab, 0.5–1 unit 	0	0	0
20005	grade only 	grade only 	0	0	0
20006	Advisory: English 47A or English 48 and English 49, 	Advisory: English 47A or English 48 and English 49, 	0	0	0
20007	each with a grade of “C” or better, or equivalent, or 	each with a grade of “C” or better, or equivalent, or 	0	0	0
20008	Assessment Skill Levels R5 and W5; Exercise Science 	Assessment Skill Levels R5 and W5; Exercise Science 	0	0	0
20009	147B with a grade of “C” or better, or equivalent. 	147B with a grade of “C” or better, or equivalent. 	0	0	0
20010	This course is a study and practice of Muay Thai 	This course is a study and practice of Muay Thai 	0	0	0
20011	kickboxing at the intermediate level. Emphasis is 	kickboxing at the intermediate level. Emphasis is 	0	0	0
20012	placed on intermediate kickboxing terminology, 	placed on intermediate kickboxing terminology, 	0	0	0
20013	safety, physical ftness, controlled sparring, and line 	safety, physical ftness, controlled sparring, and line 	0	0	0
20014	combinations. This course is intended for all students 	combinations. This course is intended for all students 	0	0	0
20015	interested in intermediate level kickboxing with 	interested in intermediate level kickboxing with 	0	0	0
20016	respect to the Muay Thai discipline. (FT) AA/AS; CSU. 	respect to the Muay Thai discipline. (FT) AA/AS; CSU. 	0	0	0
20017	147D Kickboxing IV – advanced 	147D Kickboxing IV – advanced 	0	0	0
20018	2–3 hours lab, 0.5–1 unit 	2–3 hours lab, 0.5–1 unit 	0	0	0
20019	grade only 	grade only 	0	0	0
20020	Advisory: English 47A or English 48 and English 49, 	Advisory: English 47A or English 48 and English 49, 	0	0	0
20021	each with a grade of “C” or better, or equivalent, or 	each with a grade of “C” or better, or equivalent, or 	0	0	0
20022	Assessment Skill Levels R5 and W5; Exercise Science 	Assessment Skill Levels R5 and W5; Exercise Science 	0	0	0
20023	147C with a grade of “C” or better, or equivalent. 	147C with a grade of “C” or better, or equivalent. 	0	0	0
20024	This course is a study and practice of Muay Thai 	This course is a study and practice of Muay Thai 	0	0	0
20025	kickboxing at the advanced level. Emphasis is 	kickboxing at the advanced level. Emphasis is 	0	0	0
20026	placed on advanced kickboxing terminology, 	placed on advanced kickboxing terminology, 	0	0	0
20027	safety, physical ftness, controlled sparring, and line 	safety, physical ftness, controlled sparring, and line 	0	0	0
20028	combinations. This course is intended for all students 	combinations. This course is intended for all students 	0	0	0
20029	interested in advanced level kickboxing with respect 	interested in advanced level kickboxing with respect 	0	0	0
20030	to the Muay Thai discipline. (FT) AA/AS; CSU. 	to the Muay Thai discipline. (FT) AA/AS; CSU. 	0	0	0
20031	148a Martial arts I – Fundamental 	148a Martial arts I – Fundamental 	0	0	0
20032	2–3 hours lab, 0.5–1 unit 	2–3 hours lab, 0.5–1 unit 	0	0	0
20033	grade only 	grade only 	0	0	0
20034	Advisory: English 47A or English 48 and English 49, 	Advisory: English 47A or English 48 and English 49, 	0	0	0
20035	each with a grade of “C” or better, or equivalent, or 	each with a grade of “C” or better, or equivalent, or 	0	0	0
20036	Assessment Skill Levels R5 and W5. 	Assessment Skill Levels R5 and W5. 	0	0	0
20037	Limitation on Enrollment: This course is not open to 	Limitation on Enrollment: This course is not open to 	0	0	0
20038	students with previous credit for Physical Education 	students with previous credit for Physical Education 	0	0	0
20039	232	232	0	0	0
20040	This course is a study and practice of martial arts 	This course is a study and practice of martial arts 	0	0	0
20041	at the fundamental level. Emphasis is placed on 	at the fundamental level. Emphasis is placed on 	0	0	0
20042	fundamental martial arts terminology, safety, 	fundamental martial arts terminology, safety, 	0	0	0
20043	self-defense, etiquette, punches, blocks, strikes, 	self-defense, etiquette, punches, blocks, strikes, 	0	0	0
20044	kicks, stances, pressure points, and Kata/forms. 	kicks, stances, pressure points, and Kata/forms. 	0	0	0
20045	This course is intended for all students interested 	This course is intended for all students interested 	0	0	0
20046	in the fundamentals of martial arts with respect to 	in the fundamentals of martial arts with respect to 	0	0	0
20047	the International Okinawan Goju-Ryu Karate-Do 	the International Okinawan Goju-Ryu Karate-Do 	0	0	0
20048	Federation (IOGKF). (FT) AA/AS; CSU; UC Transfer 	Federation (IOGKF). (FT) AA/AS; CSU; UC Transfer 	0	0	0
20049	Limitation. See a Counselor. 	Limitation. See a Counselor. 	0	0	0
20050	148B Martial arts II – Beginning 	148B Martial arts II – Beginning 	0	0	0
20051	2–3 hours lab, 0.5–1 unit 	2–3 hours lab, 0.5–1 unit 	0	0	0
20052	grade only 	grade only 	0	0	0
20053	Advisory: English 47A or English 48 and English 49, 	Advisory: English 47A or English 48 and English 49, 	0	0	0
20054	each with a grade of “C” or better, or equivalent, or 	each with a grade of “C” or better, or equivalent, or 	0	0	0
20055	Assessment Skill Levels R5 and W5; Exercise Science 	Assessment Skill Levels R5 and W5; Exercise Science 	0	0	0
20056	148A with a grade of “C” or better, or equivalent. 	148A with a grade of “C” or better, or equivalent. 	0	0	0
20057	This course is a study and practice of martial arts 	This course is a study and practice of martial arts 	0	0	0
20058	at the beginning level. Emphasis is placed on 	at the beginning level. Emphasis is placed on 	0	0	0
20059	beginning level martial arts terminology, safety, 	beginning level martial arts terminology, safety, 	0	0	0
20060	self-defense, etiquette, punches, blocks, strikes, 	self-defense, etiquette, punches, blocks, strikes, 	0	0	0
20061	kicks, stances, pressure points, and Kata/forms. 	kicks, stances, pressure points, and Kata/forms. 	0	0	0
20062	This course is intended for all students interested 	This course is intended for all students interested 	0	0	0
20063	in the fundamentals of martial arts with respect to 	in the fundamentals of martial arts with respect to 	0	0	0
20064	the International Okinawan Goju-Ryu Karate-Do 	the International Okinawan Goju-Ryu Karate-Do 	0	0	0
20065	Federation (IOGKF). (FT) AA/AS; CSU. 	Federation (IOGKF). (FT) AA/AS; CSU. 	0	0	0
20066	148c Martial arts III – Intermediate 	148c Martial arts III – Intermediate 	0	0	0
20067	2–3 hours lab, 0.5–1 unit 	2–3 hours lab, 0.5–1 unit 	0	0	0
20068	grade only 	grade only 	0	0	0
20069	Advisory: English 47A or English 48 and English 49, 	Advisory: English 47A or English 48 and English 49, 	0	0	0
20070	each with a grade of “C” or better, or equivalent, or 	each with a grade of “C” or better, or equivalent, or 	0	0	0
20071	Assessment Skill Levels R5 and W5; Exercise Science 	Assessment Skill Levels R5 and W5; Exercise Science 	0	0	0
20072	145D with a grade of “C” or better, or equivalent. 	145D with a grade of “C” or better, or equivalent. 	0	0	0
20073	This course is a study and practice of martial arts 	This course is a study and practice of martial arts 	0	0	0
20074	at the intermediate level. Emphasis is placed on 	at the intermediate level. Emphasis is placed on 	0	0	0
20075	intermediate level martial arts terminology, safety, 	intermediate level martial arts terminology, safety, 	0	0	0
20076	self-defense, etiquette, punches, blocks, strikes, 	self-defense, etiquette, punches, blocks, strikes, 	0	0	0
20077	kicks, stances, pressure points, and Kata/forms. 	kicks, stances, pressure points, and Kata/forms. 	0	0	0
20078	This course is intended for all students interested 	This course is intended for all students interested 	0	0	0
20079	in the fundamentals of martial arts with respect to 	in the fundamentals of martial arts with respect to 	0	0	0
20080	the International Okinawan Goju-Ryu Karate-Do 	the International Okinawan Goju-Ryu Karate-Do 	0	0	0
20081	Federation (IOGKF). (FT) AA/AS; CSU. 	Federation (IOGKF). (FT) AA/AS; CSU. 	0	0	0
20082	148D Martial arts IV – advanced 	148D Martial arts IV – advanced 	0	0	0
20083	2–3 hours lab, 0.5–1 unit 	2–3 hours lab, 0.5–1 unit 	0	0	0
20084	grade only 	grade only 	0	0	0
20085	Advisory: English 47A or English 48 and English 49, 	Advisory: English 47A or English 48 and English 49, 	0	0	0
20086	each with a grade of “C” or better, or equivalent, or 	each with a grade of “C” or better, or equivalent, or 	0	0	0
20087	Assessment Skill Levels R5 and W5; Exercise Science 	Assessment Skill Levels R5 and W5; Exercise Science 	0	0	0
20088	148C with a grade of “C” or better, or equivalent. 	148C with a grade of “C” or better, or equivalent. 	0	0	0
20089	This course is a study and practice of martial arts 	This course is a study and practice of martial arts 	0	0	0
20090	at the advanced level. Emphasis is placed on 	at the advanced level. Emphasis is placed on 	0	0	0
20091	advanced level martial arts terminology, safety, 	advanced level martial arts terminology, safety, 	0	0	0
20092	self-defense, etiquette, punches, blocks, strikes, 	self-defense, etiquette, punches, blocks, strikes, 	0	0	0
20093	kicks, stances, pressure points, and Kata/forms. 	kicks, stances, pressure points, and Kata/forms. 	0	0	0
20094	This course is intended for all students interested 	This course is intended for all students interested 	0	0	0
20095	in the fundamentals of martial arts with respect to 	in the fundamentals of martial arts with respect to 	0	0	0
20096			0	0	0
20097	the International Okinawan Goju-Ryu Karate-Do 	the International Okinawan Goju-Ryu Karate-Do 	0	0	0
20098	Federation (IOGKF). (FT) AA/AS; CSU. 	Federation (IOGKF). (FT) AA/AS; CSU. 	0	0	0
20099	Badminton 	Badminton 	0	0	0
20100	154a Badminton I 	154a Badminton I 	0	0	0
20101	2–3 hours lab, 0.5–1 unit 	2–3 hours lab, 0.5–1 unit 	0	0	0
20102	grade only 	grade only 	0	0	0
20103	Advisory: English 47A or English 48 and English 49, 	Advisory: English 47A or English 48 and English 49, 	0	0	0
20104	each with a grade of “C” or better, or equivalent or 	each with a grade of “C” or better, or equivalent or 	0	0	0
20105	Assessment Skill Levels R5 and W5. 	Assessment Skill Levels R5 and W5. 	0	0	0
20106	Limitation on Enrollment: This course is not open to 	Limitation on Enrollment: This course is not open to 	0	0	0
20107	students with previous credit for Physical Education 	students with previous credit for Physical Education 	0	0	0
20108	108	108	0	0	0
20109	This course provides instruction and court 	This course provides instruction and court 	0	0	0
20110	experience in the skills, strategies and rules 	experience in the skills, strategies and rules 	0	0	0
20111	necessary to play badminton at the novice level. 	necessary to play badminton at the novice level. 	0	0	0
20112	Instruction includes the basic strokes, vocabulary 	Instruction includes the basic strokes, vocabulary 	0	0	0
20113	and sportsmanship. This course is intended for 	and sportsmanship. This course is intended for 	0	0	0
20114	novice level badminton players. (FT) AA/AS; CSU; UC 	novice level badminton players. (FT) AA/AS; CSU; UC 	0	0	0
20115	Transfer Limitation. See a Counselor. 	Transfer Limitation. See a Counselor. 	0	0	0
20116	154B Badminton II 	154B Badminton II 	0	0	0
